query,query_clean,extracted_product_type,extracted_print_design,extracted_colors,extracted_sizes,extracted_dimensions,extracted_brands,extracted_device_models,extracted_materials,extracted_audience,extracted_power_source,extracted_categories,extracted_is_replica,n_attributes
шапка и перчатки коричневые женские,шапка и перчатки коричневые женские,[],[],['коричневый'],[],[],[],[],[],['women'],[],['footwear'],[],3
технониколь 500,технониколь 500,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
ткань русский черный атлас,ткань русский черный атлас,[],[],['черный'],[],[],[],[],[],[],[],['clothing'],[],2
брелок дамир,брелок дамир,[],[],[],[],[],[],[],[],[],[],[],[],0
свеча для триммера huter,свеча для триммера huter,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
джемпер флисовый мужской kappa,джемпер флисовый мужской kappa,['свитер'],[],[],[],[],['kappa'],[],[],['men'],[],['clothing'],[],4
резиновые игрушки для малышей до года для зубов,резиновые игрушки для малышей до года для зубов,['игрушка'],[],[],[],[],[],[],[],['kids'],[],['kids'],[],3
кресло пластмассовое уличное,кресло пластмассовое уличное,['кресло'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
kugoo g4,kugoo g4,[],[],[],[],[],['kugoo'],['g4'],[],[],[],['appliances'],[],3
детская шапка на осень для мальчика новорожденный,детская шапка на осень для мальчика новорожденный,[],[],[],[],[],[],[],[],"['boys', 'kids', 'newborn']",[],['kids'],[],4
боди для новорожденных щеки это стиль,боди для новорожденных щеки это стиль,['боди'],[],[],[],[],[],[],[],['newborn'],[],['clothing'],[],3
стаканы одноразовые пластиковые 300 мл с крышкой,стаканы одноразовые пластиковые 300 мл с крышкой,[],[],[],[],"[{'value': 300.0, 'unit': 'mL', 'type': 'dimension'}]",[],[],[],[],[],['dishes'],[],2
платье новогоднее женское на корпоратив 2024 блестящие,платье новогоднее женское на корпоратив 2024 блестящие,['платье'],[],[],[],[],[],[],[],['women'],[],['clothing'],[],3
буква s шарик,буква s шарик,[],[],[],['S'],[],[],[],[],[],[],['jewelry'],[],2
xiaomi tv s mini,xiaomi tv s mini,[],[],[],['S'],[],['xiaomi'],[],[],[],[],['games'],[],3
желтый клематис,желтый клематис,[],[],['желтый'],[],[],[],[],[],[],[],['supplements'],[],2
селафорт для кошек от блох и клещей,селафорт для кошек от блох и клещей,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
кувшин петух,кувшин петух,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
шнур на колонки,шнур на колонки,['колонка'],[],[],[],[],[],[],[],[],[],['stationery'],[],2
виниловые пластинки виа,виниловые пластинки виа,[],[],[],[],[],[],[],[],[],[],['dishes'],[],1
rtx 3070 m,rtx 3070 m,['видеокарта'],[],[],['M'],[],[],[],[],[],[],['construction'],[],3
экшен камера gopro 13,экшен камера gopro 13,['фотоаппарат'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
слайдер для гитары стеклянный,слайдер для гитары стеклянный,[],[],[],[],[],[],[],['стекло'],[],[],['musical_instruments'],[],2
обнаружитель дронов булат,обнаружитель дронов булат,[],[],[],[],[],[],[],[],[],[],['hobbies'],[],1
тюль на кухню 6 м,тюль на кухню 6 м,['шторы'],[],[],[],"[{'value': 6.0, 'unit': 'm', 'type': 'dimension'}]",[],[],[],[],[],['home_textile'],[],3
резинки для волос тугие,резинки для волос тугие,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
sela шапка реплика,sela шапка реплика,[],[],[],[],[],[],[],[],[],[],['kids'],True,2
резинка для волос голубая,резинка для волос голубая,[],[],[],[],[],[],[],[],[],[],['beauty'],[],1
комплект для люльки,комплект для люльки,[],[],[],[],[],[],[],[],[],[],['hobbies'],[],1
zombie thunder 1,zombie thunder 1,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
обувница в прихожую закрытая высокая широкая,обувница в прихожую закрытая высокая широкая,[],[],[],[],[],[],[],[],[],[],['food'],[],1
светильник настенный китайский,светильник настенный китайский,['люстра'],[],[],[],[],[],[],[],[],[],['home_decor'],[],2
пуфик для малыша,пуфик для малыша,[],[],[],[],[],[],[],[],['kids'],[],['kids'],[],2
зажимы для плитки,зажимы для плитки,[],[],[],[],[],[],[],[],[],[],['construction'],[],1
шлем с рожками для питбайк,шлем с рожками для питбайк,[],[],[],[],[],[],[],[],[],[],['sports'],[],1
борты на кровать детскую,борты на кровать детскую,['кровать'],[],[],[],[],[],[],[],['kids'],[],['furniture'],[],3
commo one наушники,commo one наушники,['наушники'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
аэратор с подсветкой на кран,аэратор с подсветкой на кран,[],[],['красный'],[],[],[],[],[],[],[],['electronics'],[],2
телевизор dexp реплика,телевизор dexp реплика,['телевизор'],[],[],[],[],['dexp'],[],[],[],[],['electronics'],True,4
папина туалетная бумага,папина туалетная бумага,['бумага'],[],[],[],[],[],[],[],[],[],['pets'],[],2
опора регулируемая м6,опора регулируемая м6,[],[],[],[],[],[],[],[],[],[],['construction'],[],1
бокс для фотосъемки,бокс для фотосъемки,[],[],[],[],[],[],[],[],[],[],['sports'],[],1
диван угловой садовый из ротанга,диван угловой садовый из ротанга,['диван'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
набор черных линеров малевич,набор черных линеров малевич,[],[],[],[],[],[],[],[],[],[],['footwear'],[],1
силиконовая щетка для сбора шерсти,силиконовая щетка для сбора шерсти,[],[],[],[],[],[],[],[],[],[],['hobbies'],[],1
беспроводные наушники с анимацией,беспроводные наушники с анимацией,['наушники'],[],[],[],[],[],[],[],[],['battery'],['electronics'],[],3
лампа настольная от сети 220 с лампочкой,лампа настольная от сети 220 с лампочкой,['лампа'],[],[],[],[],[],[],[],[],['electric'],['furniture'],[],3
сабвуфер активный для домашнего кинотеатра,сабвуфер активный для домашнего кинотеатра,[],[],[],[],[],[],[],[],[],[],['electronics'],[],1
оптический прицел на воздушку мр512,оптический прицел на воздушку мр512,[],[],[],[],[],[],[],[],[],[],['auto'],[],1
светильник 24 вт,светильник 24 вт,['люстра'],[],[],[],"[{'value': 24.0, 'unit': 'W', 'type': 'dimension'}]",[],[],[],[],[],['home_decor'],[],3
мигающая блесна,мигающая блесна,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
нож для мясорубки 12 мм,нож для мясорубки 12 мм,['столовые приборы'],[],[],[],"[{'value': 12.0, 'unit': 'mm', 'type': 'dimension'}]",[],[],[],[],[],['garden'],[],3
verobow,verobow,[],[],[],[],[],[],[],[],[],[],['musical_instruments'],[],1
тюль вуаль персиковая,тюль вуаль персиковая,['шторы'],[],[],[],[],[],[],[],[],[],['home_textile'],[],2
zip пакеты маленькие плотные,zip пакеты маленькие плотные,[],[],[],[],[],[],[],[],[],[],['garden'],[],1
soundcore liberty 4 nc чехол,soundcore liberty 4 nc чехол,['чехол'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
кепка для мальчика сетка,кепка для мальчика сетка,[],[],[],[],[],[],[],[],['boys'],[],['jewelry'],[],2
штанга удлинитель для секатора,штанга удлинитель для секатора,['гантели'],[],[],[],[],[],[],[],[],[],['garden'],[],2
коробочка с пленкой,коробочка с пленкой,[],[],[],[],[],[],[],[],[],[],['electronics'],[],1
шапка осенняя для новорожденных девочек на завязках,шапка осенняя для новорожденных девочек на завязках,[],[],[],[],[],[],[],[],['newborn'],[],['kids'],[],2
слип 50 см,слип 50 см,['боди'],[],[],[],"[{'value': 50.0, 'unit': 'cm', 'type': 'dimension'}]",[],[],[],[],[],['construction'],[],3
алиса колонка 65 вт,алиса колонка 65 вт,['колонка'],[],[],[],"[{'value': 65.0, 'unit': 'W', 'type': 'dimension'}]",[],[],[],[],[],['electronics'],[],3
перчатки антицарапки,перчатки антицарапки,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
костюм порш,костюм порш,['костюм'],[],[],[],[],[],[],[],[],[],['clothing'],[],2
вапорайзер для курения,вапорайзер для курения,[],[],[],[],[],[],[],[],[],[],['auto'],[],1
картридж 305 hp набор,картридж 305 hp набор,[],[],[],[],[],['hp'],[],[],[],[],['auto'],[],2
детский шампунь для мальчиков,детский шампунь для мальчиков,['шампунь'],[],[],[],[],[],[],[],"['boys', 'kids']",[],['beauty'],[],4
антимоскитная сетка 90,антимоскитная сетка 90,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
обувь для галечного пляжа детская,обувь для галечного пляжа детская,[],[],[],[],[],[],[],[],['kids'],[],['footwear'],[],2
футзалки профессиональные,футзалки профессиональные,['бутсы'],[],[],[],[],[],[],[],[],[],['footwear'],[],2
мини проектор wanbo,мини проектор wanbo,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
датчик движения tuya,датчик движения tuya,['датчик'],[],[],[],[],['tuya'],[],[],[],[],['tools'],[],3
массажер вибрационный с насадками,массажер вибрационный с насадками,['массажер'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
протечки воды,протечки воды,[],[],[],[],[],[],[],[],[],[],['garden'],[],1
набор кисточек для мойки авто,набор кисточек для мойки авто,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
рулетка флуоресцентная,рулетка флуоресцентная,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
фильтр для стиральной машины шарики,фильтр для стиральной машины шарики,['фильтр'],[],[],[],[],[],[],[],[],[],['auto'],[],2
полукольца для сумок пластиковые,полукольца для сумок пластиковые,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
секатор штанговый,секатор штанговый,['секатор'],[],[],[],[],[],[],[],[],[],['garden'],[],2
хозяйственное мыло 72% гост твердое,хозяйственное мыло 72% гост твердое,[],[],[],[],[],[],[],[],[],[],['beauty'],[],1
шапка для бега детская,шапка для бега детская,[],[],[],[],[],[],[],[],['kids'],[],['clothing'],[],2
прожектор светодиодный напольный,прожектор светодиодный напольный,['фонарь'],[],[],[],[],[],[],[],[],[],['home_decor'],[],2
протеиновый коктейль соевый,протеиновый коктейль соевый,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
ваза прозрачная ножкой,ваза прозрачная ножкой,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
crockid шапка девочки реплика,crockid шапка девочки реплика,[],[],[],[],[],['crockid'],[],[],['girls'],[],['footwear'],True,4
универсальный мультиметр,универсальный мультиметр,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
накладки на joy con,накладки на joy con,[],[],[],[],[],[],[],[],[],[],['food'],[],1
малярный скотч для бумаги,малярный скотч для бумаги,[],[],[],[],[],[],[],[],[],[],['stationery'],[],1
свечи длинные 3 шт,свечи длинные 3 шт,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
салфетки для apple,салфетки для apple,[],[],[],[],[],['apple'],[],[],[],[],['household'],[],2
ящик для хранения посуды с крышкой,ящик для хранения посуды с крышкой,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
бутсы футбольные для мальчика 35 36 с шипами,бутсы футбольные для мальчика 35 36 с шипами,['бутсы'],[],[],"['35', '36']",[],[],[],[],['boys'],[],['footwear'],[],5
litomix минеральный грунт,litomix минеральный грунт,[],[],[],[],[],[],[],[],[],[],['footwear'],[],1
непромокаемая пляжная подстилка,непромокаемая пляжная подстилка,[],[],[],[],[],[],[],[],[],[],['footwear'],[],1
зажигалка автогеновая газовая,зажигалка автогеновая газовая,[],[],[],[],[],[],[],[],[],['gas'],['household'],[],2
отсеки для одежды,отсеки для одежды,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
массажер для головы мурашка,массажер для головы мурашка,['массажер'],[],[],[],[],[],[],[],[],[],['construction'],[],2
красная нить с крестом на руку,красная нить с крестом на руку,[],[],['красный'],[],[],[],[],[],[],[],['jewelry'],[],2
мфу hp smart tank 580,мфу hp smart tank 580,['принтер'],[],[],[],[],['hp'],[],[],[],[],['construction'],[],3
кресло бюрократ ch 607,кресло бюрократ ch 607,['кресло'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
кружка сито для муки с ручкой,кружка сито для муки с ручкой,['посуда'],[],[],[],[],[],[],[],[],[],['dishes'],[],2
сетка от комаров на голову,сетка от комаров на голову,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
каменный шпон для стен,каменный шпон для стен,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
бандаж для беременных до и послеродовой большой размер,бандаж для беременных до и послеродовой большой размер,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
портативный писсуар для мужчин,портативный писсуар для мужчин,[],[],[],[],[],[],[],[],['men'],[],['hobbies'],[],2
фонарик на солнечных батареях ручной,фонарик на солнечных батареях ручной,['фонарь'],[],[],[],[],[],[],[],[],['manual'],['home_decor'],[],3
чехлы на ваз 21214 нива,чехлы на ваз 21214 нива,['чехол'],[],[],[],[],[],[],[],[],[],['home_decor'],[],2
коллаген натуральный goodplus,коллаген натуральный goodplus,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
акб для мотоцикла 12 в,акб для мотоцикла 12 в,['аккумулятор'],[],[],[],[],[],[],[],[],[],['kids'],[],2
шар чеширский кот,шар чеширский кот,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
смесь nan 1 гипоаллергенная 800,смесь nan 1 гипоаллергенная 800,['детское питание'],[],[],[],[],[],[],[],[],[],['supplements'],[],2
повторитель интернет сигнала,повторитель интернет сигнала,[],[],[],[],[],[],[],[],[],[],['auto'],[],1
инкубатор для яиц автоматический с терморегулятором с авто поворотом,инкубатор для яиц автоматический с терморегулятором с авто поворотом,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
zippo marlboro,zippo marlboro,[],[],[],[],[],['zippo marlboro'],[],[],[],[],['garden'],[],2
стол с зеркалом и ящиками большой,стол с зеркалом и ящиками большой,['стол'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
щепокол ручной настенный,щепокол ручной настенный,[],[],[],[],[],[],[],[],[],['manual'],['home_decor'],[],2
сцепление ваз 2114 крафт,сцепление ваз 2114 крафт,[],[],[],[],[],[],[],[],[],[],['garden'],[],1
чехол для шлема для верховой езды,чехол для шлема для верховой езды,['чехол'],[],[],[],[],[],[],[],[],[],['sports'],[],2
на лето 3 класс,на лето 3 класс,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
диадема детская новогодняя,диадема детская новогодняя,[],[],[],[],[],[],[],[],['kids'],[],['kids'],[],2
подставка для игрового ноутбука,подставка для игрового ноутбука,[],[],[],[],[],[],[],[],[],[],['electronics'],[],1
костюмчики для малышей мальчику на годик,костюмчики для малышей мальчику на годик,[],[],[],[],[],[],[],[],"['boys', 'kids']",[],['clothing'],[],3
мотоцикл ява,мотоцикл ява,[],[],[],[],[],[],[],[],[],[],['auto'],[],1
формы для бордюров садовой дорожки,формы для бордюров садовой дорожки,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
мулине металлик набор,мулине металлик набор,[],[],[],[],[],[],[],[],[],[],['hobbies'],[],1
мотоцикл электрический детский 3,мотоцикл электрический детский 3,[],[],[],[],[],[],[],[],['kids'],['electric'],['auto'],[],3
магнитола нива шевроле,магнитола нива шевроле,['магнитола'],[],[],[],[],[],[],[],[],[],['auto'],[],2
леденцы с гвоздикой,леденцы с гвоздикой,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
аккумулятор для скутера 12v 9 ач,аккумулятор для скутера 12v 9 ач,['аккумулятор'],[],[],[],[],[],[],[],[],[],['garden'],[],2
шашки игрушки,шашки игрушки,['игрушка'],[],[],[],[],[],[],[],[],[],['kids'],[],2
штора для ванной лен 200 на 200,штора для ванной лен 200 на 200,[],[],[],[],"[{'length': 200.0, 'width': 200.0, 'unit': 'unknown'}]",[],[],['лен'],[],[],['construction'],[],3
шланг переднего тормоза эндуро,шланг переднего тормоза эндуро,['шланг'],[],[],[],[],[],[],[],[],[],['garden'],[],2
черный боди с юбкой,черный боди с юбкой,['боди'],[],['черный'],[],[],[],[],[],[],[],['clothing'],[],3
носки набор хлопковые высокие 10 пар,носки набор хлопковые высокие 10 пар,['носки'],[],[],[],[],[],[],[],[],[],['clothing'],[],2
зажигалка hello kitty розовая,зажигалка hello kitty розовая,[],['hello kitty'],[],[],[],[],[],[],[],[],['household'],[],2
кровать мира 90 200,кровать мира 90 200,['кровать'],[],[],[],"[{'width': 90, 'height': 200, 'unit': 'cm', 'type': 'textile'}]",[],[],[],[],[],['furniture'],[],3
unibac effect бактерии для септиков,unibac effect бактерии для септиков,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
фильтр для воды 5 л,фильтр для воды 5 л,['фильтр'],[],[],[],"[{'value': 5.0, 'unit': 'L', 'type': 'dimension'}]",[],[],[],[],[],['beauty'],[],3
сменные панели для гриля,сменные панели для гриля,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
котелок скороварка,котелок скороварка,['мультиварка'],[],[],[],[],[],[],[],[],[],['pets'],[],2
полка pax,полка pax,['полка'],[],[],[],[],['pax'],[],[],[],[],['furniture'],[],3
тюль с зелеными листьями,тюль с зелеными листьями,['шторы'],[],[],[],[],[],[],[],[],[],['home_textile'],[],2
матрас на кровать 160x80 ортопедический,матрас на кровать 160x80 ортопедический,"['кровать', 'матрас']",[],[],[],"[{'length': 160.0, 'width': 80.0, 'unit': 'unknown'}]",[],[],[],[],[],['furniture'],[],4
цифровой звонок,цифровой звонок,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
тахта на ножках,тахта на ножках,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
головные уборы шляпы женские весенние,головные уборы шляпы женские весенние,[],[],[],[],[],[],[],[],['women'],[],['footwear'],[],2
белые салфетки 22 33,белые салфетки 22 33,[],[],['белый'],[],[],[],[],[],[],[],['clothing'],[],2
partnertool болгарка,partnertool болгарка,['болгарка'],[],[],[],[],[],[],[],[],[],['tools'],[],2
штанга в гардеробную раздвижная,штанга в гардеробную раздвижная,['гантели'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
пьяные шашки игра,пьяные шашки игра,[],[],[],[],[],[],[],[],[],[],['games'],[],1
невидимки со стразами серебро,невидимки со стразами серебро,[],[],['серебряный'],[],[],[],[],['серебро'],[],[],['jewelry'],[],3
семиструнная электрогитара,семиструнная электрогитара,[],[],[],[],[],[],[],[],[],['electric'],['garden'],[],2
бусы стразы для рукоделия,бусы стразы для рукоделия,[],[],[],[],[],[],[],[],[],[],['hobbies'],[],1
sodimm ddr4 32gb,sodimm ddr4 32gb,[],[],[],[],[],[],[],[],[],[],[],[],0
энергетик спортивный в таблетках,энергетик спортивный в таблетках,[],[],[],[],[],[],[],[],[],[],['sports'],[],1
брелок сигнализации starline b92,брелок сигнализации starline b92,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
карниз телескопический 300 см двухрядный,карниз телескопический 300 см двухрядный,[],[],[],[],"[{'value': 300.0, 'unit': 'cm', 'type': 'dimension'}]",[],[],[],[],[],['construction'],[],2
зажигалки на 23 февраля мужчине,зажигалки на 23 февраля мужчине,[],[],[],[],[],[],[],[],[],[],['household'],[],1
копилка для денег с 8 марта,копилка для денег с 8 марта,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
белизна без хлора,белизна без хлора,[],[],[],[],[],[],[],[],[],[],['food'],[],1
многоразовый мешок для пылесоса karcher,многоразовый мешок для пылесоса karcher,[],[],[],[],[],['karcher'],[],[],[],[],['appliances'],[],2
комбинезон малярный многоразовый мужской,комбинезон малярный многоразовый мужской,['комбинезон'],[],[],[],[],[],[],[],['men'],[],['food'],[],3
переходник термоблока для кофемашины philips,переходник термоблока для кофемашины philips,[],[],[],[],[],['philips'],[],[],[],[],"['auto', 'food']",[],3
камера видеонаблюдения poe,камера видеонаблюдения poe,['фотоаппарат'],[],[],[],[],['poe'],[],[],[],[],['electronics'],[],3
самотык для мужчин,самотык для мужчин,[],[],[],[],[],[],[],[],['men'],[],['footwear'],[],2
жетон рвсн,жетон рвсн,[],[],[],[],[],[],[],[],[],[],[],[],0
xiaomi монитор g34wq,xiaomi монитор g34wq,[],[],[],[],[],['xiaomi'],[],[],[],[],['electronics'],[],2
топпер на кровать 120 190 высота 7 8 см,топпер на кровать 120 190 высота 7 8 см,"['кровать', 'матрас']",[],[],['120 см'],"[{'value': 8.0, 'unit': 'cm', 'type': 'dimension'}]",[],[],[],[],[],['furniture'],[],5
медицинский костюм женский рубашка,медицинский костюм женский рубашка,"['костюм', 'рубашка']",[],[],[],[],[],[],[],['women'],[],['clothing'],[],4
усилитель сотовой сети,усилитель сотовой сети,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
чепчики для новорожденных девочек 3 6,чепчики для новорожденных девочек 3 6,[],[],[],[],[],[],[],[],['newborn'],[],['kids'],[],2
грунтовка под обои глубокого проникновения,грунтовка под обои глубокого проникновения,"['краска', 'обои']",[],[],[],[],[],[],[],[],[],['construction'],[],3
ручка домкрата механического,ручка домкрата механического,['ручка'],[],[],[],[],[],[],[],[],['manual'],['furniture'],[],3
антенна для навигатора гармин 320,антенна для навигатора гармин 320,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
защита перьев на питбайк,защита перьев на питбайк,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
фиксатор для спинки кровати,фиксатор для спинки кровати,['кровать'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
оцинкованные грядки высота 40 см,оцинкованные грядки высота 40 см,[],[],[],[],"[{'value': 40.0, 'unit': 'cm', 'type': 'dimension'}]",[],[],[],[],[],[],[],1
поильник с трубочкой детский 3 года,поильник с трубочкой детский 3 года,[],[],[],[],[],[],[],[],['kids'],[],['kids'],[],2
ящик для хранения 20 см,ящик для хранения 20 см,[],[],[],[],"[{'value': 20.0, 'unit': 'cm', 'type': 'dimension'}]",[],[],[],[],[],['furniture'],[],2
coach парфюм женский пробник,coach парфюм женский пробник,['духи'],[],[],[],[],['coach'],[],[],['women'],[],['beauty'],[],4
кровать 90 см,кровать 90 см,['кровать'],[],[],[],"[{'value': 90.0, 'unit': 'cm', 'type': 'dimension'}]",[],[],[],[],[],['furniture'],[],3
ожерелье смайл,ожерелье смайл,[],[],[],[],[],[],[],[],[],[],['jewelry'],[],1
вытяжка для кухни на потолок,вытяжка для кухни на потолок,['вытяжка'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
царапки для новорожденных 0-3 мальчик,царапки для новорожденных 0-3 мальчик,[],[],[],[],[],[],[],[],"['boys', 'newborn']",[],['kids'],[],3
повязка на уши для девочки теплая,повязка на уши для девочки теплая,[],[],[],[],[],[],[],[],['girls'],[],['jewelry'],[],2
бутсы детский,бутсы детский,['бутсы'],[],[],[],[],[],[],[],['kids'],[],['footwear'],[],3
светильник потолочный светодиодный кухня,светильник потолочный светодиодный кухня,['люстра'],[],[],[],[],[],[],[],[],[],['home_decor'],[],2
карандаши незаточенные,карандаши незаточенные,['карандаш'],[],[],[],[],[],[],[],[],[],['stationery'],[],2
портативный мини принтер для телефона 2 в 1 принтер ночник,портативный мини принтер для телефона 2 в 1 принтер ночник,['принтер'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
cw700s,cw700s,[],[],[],[],[],[],[],[],[],[],['construction'],[],1
матрас 140x200 на диван 5 см,матрас 140x200 на диван 5 см,"['диван', 'матрас']",[],[],[],"[{'length': 140.0, 'width': 200.0, 'unit': 'unknown'}, {'value': 5.0, 'unit': 'cm', 'type': 'dimension'}]",[],[],[],[],[],['furniture'],[],5
escada miami blossom,escada miami blossom,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
pet brush,pet brush,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
наклейки фразы прозрачные,наклейки фразы прозрачные,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
журнал ералаш,журнал ералаш,[],[],[],[],[],[],[],[],[],[],['books'],[],1
шторная лента для крючков прозрачная,шторная лента для крючков прозрачная,[],[],[],[],[],[],[],[],[],[],['stationery'],[],1
шиньон на заколке короткий кудрявый,шиньон на заколке короткий кудрявый,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
киндер в коробке,киндер в коробке,[],[],[],[],[],[],[],[],[],[],['dishes'],[],1
туалетный столик интерьерный,туалетный столик интерьерный,['стол'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
плетеная корзина для хранения маленькая,плетеная корзина для хранения маленькая,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
бутсы mg,бутсы mg,['бутсы'],[],[],[],[],[],[],[],[],[],['footwear'],[],2
садовая дорожка резиновая противоскользящая рулонная ширина,садовая дорожка резиновая противоскользящая рулонная ширина,[],[],[],[],[],[],[],[],[],[],['garden'],[],1
детский крестик серебро с позолотой,детский крестик серебро с позолотой,[],[],"['золотой', 'серебряный']",[],[],[],[],['серебро'],['kids'],[],['jewelry'],[],5
светильник пирамида,светильник пирамида,['люстра'],[],[],[],[],[],[],[],[],[],['home_decor'],[],2
кепка крейзи фиш,кепка крейзи фиш,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
чешки балетки для танцев детские,чешки балетки для танцев детские,['чешки'],[],[],[],[],[],[],[],['kids'],[],['footwear'],[],3
бандаж для предплечья детский,бандаж для предплечья детский,[],[],[],[],[],[],[],[],['kids'],[],['kids'],[],2
зажигалка zippo оригинальная набор,зажигалка zippo оригинальная набор,[],[],[],[],[],['zippo'],[],[],[],[],['household'],[],2
nintendo switch игры метро,nintendo switch игры метро,['компьютерная игра'],[],[],[],[],[],[],[],[],[],['games'],[],2
лампа 15w e14,лампа 15w e14,['лампа'],[],[],[],[],[],[],[],[],[],['construction'],[],2
форма россия,форма россия,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
семена томатов супер клуша низкорослый,семена томатов супер клуша низкорослый,['семена'],[],[],[],[],[],[],[],[],[],['garden'],[],2
розетка таймер для фитолампы,розетка таймер для фитолампы,[],[],[],[],[],[],[],[],[],[],[],[],0
чайник со свистком в горошек,чайник со свистком в горошек,['чайник'],[],[],[],[],[],[],[],[],[],"['appliances', 'food']",[],3
мотор печки 2114,мотор печки 2114,[],[],[],[],[],[],[],[],[],[],['garden'],[],1
фиксатор для окна пвх,фиксатор для окна пвх,['окно'],[],[],[],[],['пвх'],[],['пвх'],[],[],['auto'],[],4
dji mavic 3 thermal,dji mavic 3 thermal,[],[],[],[],[],[],[],[],[],[],['garden'],[],1
ирригатор для носа 20 мл,ирригатор для носа 20 мл,[],[],[],[],"[{'value': 20.0, 'unit': 'mL', 'type': 'dimension'}]",[],[],[],[],[],['supplements'],[],2
ширма складная для комнаты на колесиках,ширма складная для комнаты на колесиках,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
помада матовая pupa стойкая,помада матовая pupa стойкая,['помада'],[],[],[],[],[],[],[],[],[],['beauty'],[],2
гель для душа мужской black afgano,гель для душа мужской black afgano,['крем'],[],['черный'],[],[],[],[],[],['men'],[],['beauty'],[],4
чешки с жемчугом,чешки с жемчугом,['чешки'],[],[],[],[],[],[],[],[],[],['footwear'],[],2
ремень мужской подарок мужчине на др,ремень мужской подарок мужчине на др,[],[],[],[],[],[],[],[],['men'],[],['clothing'],[],2
синяя краска аэрозоль,синяя краска аэрозоль,['краска'],[],['синий'],[],[],[],[],[],[],[],['beauty'],[],3
ботинки подростковые для девочек осенние,ботинки подростковые для девочек осенние,['ботинки'],[],[],[],[],[],[],[],[],[],['footwear'],[],2
бензиновая зажигалка с бензином,бензиновая зажигалка с бензином,[],[],[],[],[],[],[],[],[],['gas'],['household'],[],2
электронная сигарет одноразка,электронная сигарет одноразка,[],[],[],[],[],[],[],[],[],['electric'],['appliances'],[],2
пылесборник bork,пылесборник bork,[],[],[],[],[],['bork'],[],[],[],[],['appliances'],[],2
двигатель 2107,двигатель 2107,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
кресла уличные садовые,кресла уличные садовые,['кресло'],[],[],[],[],[],[],[],[],[],['footwear'],[],2
