query,query_clean,extracted_product_type,extracted_print_design,extracted_colors,extracted_sizes,extracted_dimensions,extracted_brands,extracted_device_models,extracted_materials,extracted_audience,extracted_power_source,extracted_categories,extracted_is_replica,n_attributes
от комаров жидкость для участка,от комаров жидкость для участка,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
мини кресло качалка,мини кресло качалка,['кресло'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
вантуз гармошка для ванной и раковины на кухне,вантуз гармошка для ванной и раковины на кухне,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
адаптер для часов электронных 5 в 1 а,адаптер для часов электронных 5 в 1 а,[],[],[],[],[],[],[],[],[],['electric'],['kids'],[],2
блендер настольный электрический,блендер настольный электрический,['блендер'],[],[],[],[],[],[],[],[],['electric'],['furniture'],[],3
стол gb,стол gb,['стол'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
io мышь,io мышь,['мышь'],[],[],[],[],[],[],[],[],[],['pets'],[],2
тетрадь в узкую линейку 18 листов,тетрадь в узкую линейку 18 листов,['тетрадь'],[],[],[],[],[],[],[],[],[],['stationery'],[],2
стол для гейминга,стол для гейминга,['стол'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
фотоаппараты,фотоаппараты,[],[],[],[],[],[],[],[],[],[],['electronics'],[],1
шпаклевка для пвх,шпаклевка для пвх,[],[],[],[],[],['пвх'],[],['пвх'],[],[],['dishes'],[],3
для бани набор мужской с веником,для бани набор мужской с веником,[],[],[],[],[],[],[],[],['men'],[],['beauty'],[],2
philips светильник,philips светильник,['люстра'],[],[],[],[],['philips'],[],[],[],[],['home_decor'],[],3
крепление для экшн камеры sony,крепление для экшн камеры sony,[],[],[],[],[],['sony'],[],[],[],[],['electronics'],[],2
гвозди мебельные 25 мм,гвозди мебельные 25 мм,[],[],[],[],"[{'value': 25.0, 'unit': 'mm', 'type': 'dimension'}]",[],[],[],[],[],['furniture'],[],2
картер на альфу,картер на альфу,[],[],[],[],[],[],[],[],[],[],[],[],0
ремень gt2 6 мм,ремень gt2 6 мм,[],[],[],[],"[{'value': 6.0, 'unit': 'mm', 'type': 'dimension'}]",['gt2'],[],[],[],[],['furniture'],[],3
поршневая на триммер штиль fs55,поршневая на триммер штиль fs55,['триммер'],[],[],[],[],['штиль'],[],[],[],[],['tools'],[],3
женская обувь для учителя,женская обувь для учителя,[],[],[],[],[],[],[],[],['women'],[],['footwear'],[],2
приманка силиконовая червь,приманка силиконовая червь,[],[],[],[],[],[],[],[],[],[],['household'],[],1
кардиган женский длинный с капюшоном на молнии больших размеров,кардиган женский длинный с капюшоном на молнии больших размеров,['свитер'],[],[],[],[],[],[],[],['women'],[],['clothing'],[],3
переносная газовая плита с баллончиком,переносная газовая плита с баллончиком,['плита'],[],[],[],[],[],[],[],[],['gas'],['construction'],[],3
снуд детский весна,снуд детский весна,[],[],[],[],[],[],[],[],['kids'],[],['clothing'],[],2
CHEVROLET CORVETTE купе 5.7 купе бензин 203 1981-1982 L83(350CUV8),chevrolet corvette купе 5.7 купе бензин 203 1981-1982 l83(350cuv8),[],[],[],[],[],['chevrolet'],[],[],[],[],['auto'],[],2
игра +18,игра +18,[],[],[],[],[],[],[],[],[],[],['games'],[],1
протеин mst,протеин mst,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
чехол samsung а 14 женский,чехол samsung а 14 женский,['чехол'],[],[],[],[],['samsung'],[],[],['women'],[],['electronics'],[],4
органайзер для одноразовых салфеток,органайзер для одноразовых салфеток,[],[],[],[],[],[],[],[],[],[],['construction'],[],1
нш 32 левый круглый,нш 32 левый круглый,[],[],[],[],[],[],[],[],[],[],['construction'],[],1
платье для бальных танцев тренировочное для девочки,платье для бальных танцев тренировочное для девочки,['платье'],[],[],[],[],[],[],[],['girls'],[],['clothing'],[],3
аккумулятор для бесперебойника 12 в 7 а,аккумулятор для бесперебойника 12 в 7 а,['аккумулятор'],[],[],[],[],[],[],[],[],[],['garden'],[],2
кнопка розжига для плиты gefest,кнопка розжига для плиты gefest,[],[],[],[],[],[],[],[],[],[],[],[],0
каркас кровати 120 на 190,каркас кровати 120 на 190,['кровать'],[],[],[],"[{'length': 120.0, 'width': 190.0, 'unit': 'unknown'}]",[],[],[],[],[],['furniture'],[],3
декоративная уличная решетка,декоративная уличная решетка,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
серьги маленькие серебро 925 женские,серьги маленькие серебро 925 женские,['серьги'],[],['серебряный'],[],[],[],[],['серебро'],['women'],[],['jewelry'],[],5
блумеры для малышей,блумеры для малышей,[],[],[],[],[],[],[],[],['kids'],[],['kids'],[],2
видеокарта rx580 4gb,видеокарта rx580 4gb,['видеокарта'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
перемещение мебели,перемещение мебели,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
упор дверной магнитный,упор дверной магнитный,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
распределитель гидравлический р80,распределитель гидравлический р80,[],[],[],[],[],[],[],[],[],[],['auto'],[],1
отбеливающий крем для кроссовок,отбеливающий крем для кроссовок,"['крем', 'кроссовки']",[],[],[],[],[],[],[],[],[],['footwear'],[],3
шиманская софья,шиманская софья,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
магний б12,магний б12,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
ящик почтовый 6 секций,ящик почтовый 6 секций,[],[],[],[],[],[],[],[],[],[],['stationery'],[],1
датчик движения 220 в для освещения,датчик движения 220 в для освещения,['датчик'],[],[],[],[],[],[],[],[],[],['auto'],[],2
конверт для денег первому учителю,конверт для денег первому учителю,[],[],[],[],[],[],[],[],[],[],['books'],[],1
колун колка дров,колун колка дров,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
тюль в гостиную 600х240 на ленте с рисунком,тюль в гостиную 600х240 на ленте с рисунком,['шторы'],[],[],[],"[{'length': 600.0, 'width': 240.0, 'unit': 'unknown'}]",[],[],[],[],[],['home_textile'],[],3
приставной столик настенный складной,приставной столик настенный складной,['стол'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
сушилка для рыбы с вентилятором,сушилка для рыбы с вентилятором,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
жилетка женская черная летняя,жилетка женская черная летняя,[],[],['черный'],[],[],[],[],[],['women'],[],['clothing'],[],3
подвеска бесконечность золото,подвеска бесконечность золото,['подвеска'],[],['золотой'],[],[],[],[],['золото'],[],[],['jewelry'],[],4
ограничитель на петли,ограничитель на петли,[],[],[],[],[],[],[],[],[],[],['stationery'],[],1
снегоуборочник бензиновый,снегоуборочник бензиновый,[],[],[],[],[],[],[],[],[],['gas'],['auto'],[],2
налокотники тайский бокс,налокотники тайский бокс,[],[],[],[],[],[],[],[],[],[],['sports'],[],1
